PersonID,PersonName,PersonResidence,PersonSex,PersonAge
1393,Delilah Cooper,Los Angeles,female,33
1394,Piper Greig,Los Angeles,female,35
1395,Maeve Ward,Chicago,female,54
1396,Harriet Carmichael,New York,female,38
1397,Pippa Cowan,Los Angeles,female,38
1398,Ruby Ingram,New York,female,35
1399,Charlotte Coyle,New York,female,32
1400,Eleanor Gillespie,Chicago,female,41
1401,Sage Robson,Los Angeles,female,46
1402,Ruby Mcallister,Los Angeles,female,36
1403,Audrey Thomas,New York,female,47
1404,Phoebe Donald,Chicago,female,30
1405,Poppy Gallagher,New York,female,44
1406,Ella Mcewan,Chicago,female,33
1407,Peyton Cook,Chicago,female,35
1408,Elena Swan,Chicago,female,32
1409,Abigail Carson,New York,female,44
1410,Willow Mcbride,Chicago,female,38
1411,Lainey Johnstone,Los Angeles,female,46
1412,Evie Mckenna,Chicago,female,38
1413,Florence Crichton,Los Angeles,female,38
1414,Billie Shaw,Chicago,female,42
1415,Sofia Mills,Los Angeles,female,33
1416,Heidi Guthrie,Chicago,female,31
1417,Frankie Melville,Chicago,female,33
1418,Paisley Stewart,Los Angeles,female,37
1419,Emilia Hogg,New York,female,43
1420,Bonnie Oliver,Chicago,female,42
1421,Luna Knight,New York,female,28
1422,Amelia Morgan,Chicago,female,41
1423,Audrey Ogilvie,New York,female,39
1424,Adeline Baxter,New York,female,45
1425,Sage Mohammed,New York,female,36
1426,Sadie Whitelaw,New York,female,37
1427,Evelyn Carson,Chicago,female,42
1428,Amelia Clark,New York,female,34
1429,Violet Williamson,Los Angeles,female,28
1430,Margot Sloan,Los Angeles,female,35
1431,Layla Gallagher,New York,female,43
1432,Charlotte Gallacher,New York,female,45
1433,Violet Skinner,New York,female,32
1434,Maya Boyd,New York,female,33
1435,Isabelle Mackintosh,Chicago,female,34
1436,Emma Williams,Los Angeles,female,43
1437,Eloise Mcghee,New York,female,38
1438,Octavia Dolan,Los Angeles,female,42
1439,Maeve Noble,New York,female,27
1440,Sophie Duncan,Chicago,female,30
1441,Hallie Pirie,Chicago,female,36
1442,Eleanor Stuart,New York,female,33
1443,Lola Wright,New York,female,39
1444,Aria Mclean,New York,female,33
1445,Quinn Macdonald,New York,female,36
1446,Olivia Brennan,Los Angeles,female,43
1447,Luna Mackenzie,Los Angeles,female,35
1448,Peyton Mcneil,Los Angeles,female,34
1449,Charlotte Webster,Chicago,female,37
1450,Olivia Moran,Chicago,female,44
1451,Harlow Curran,Chicago,female,41
1452,Mackenzie Connolly,New York,female,35
1453,Hazel White,Chicago,female,49
1454,Sophie Rodger,Chicago,female,38
1455,Isabelle Jack,Los Angeles,female,35
1456,Harlow Mcmillan,Chicago,female,27
1457,Bella Mccormack,Chicago,female,37
1458,Hallie Oliver,Los Angeles,female,31
1459,Margot Mcconnell,Los Angeles,female,48
1460,Eloise Brown,Los Angeles,female,32
1461,Lucy Orr,Los Angeles,female,45
1462,Mia Lees,New York,female,49
1463,Millie Finlayson,Los Angeles,female,34
1464,Isla Maguire,Chicago,female,31
1465,Scarlett Ramsay,Los Angeles,female,32
1466,Adeline Forsyth,New York,female,26
1467,Eleanor Ford,Chicago,female,33
1468,Freya Davies,Chicago,female,50
1469,Elizabeth Sloan,New York,female,42
1470,Peyton Douglas,Los Angeles,female,46
1471,Amelia Donald,Chicago,female,37
1472,Eloise Downie,New York,female,38
1473,Mia Taylor,Chicago,female,34
1474,Ayla O'Brien,New York,female,52
1475,Zara Gilchrist,Chicago,female,31
1476,Quinn Simpson,Chicago,female,31
1477,Eloise Carson,New York,female,45
1478,Savannah Pearson,Chicago,female,28
1479,Aubrey Carroll,Los Angeles,female,31
1480,Evelyn Murray,Los Angeles,female,38
1481,Willow Green,Los Angeles,female,46
1482,Georgia Holland,Los Angeles,female,35
1483,Aurora Orr,New York,female,45
1484,Aria King,New York,female,50
1485,Scarlett Montgomery,New York,female,33
1486,Millie Kane,Chicago,female,36
1487,Maggie Higgins,Chicago,female,29
1488,Isabella Mclachlan,Chicago,female,29
1489,Pippa Laird,Chicago,female,44
1490,Olivia Gray,Los Angeles,female,30
1491,Mia Mcculloch,Los Angeles,female,52
1492,Nora Moffat,New York,female,42
1493,Emily Matthews,Los Angeles,female,28
1494,Ruby Adamson,New York,female,51
1495,Abigail Tait,Los Angeles,female,27
1496,Sophia Dunbar,Los Angeles,female,45
1497,Billie Baillie,Los Angeles,female,45
1498,Harper Buchanan,New York,female,31
1499,Lola Dickson,New York,female,46
1500,Jaxon Walker,Chicago,male,54
1501,River Ryan,Los Angeles,male,48
1502,Lachlan Laird,Los Angeles,male,36
1503,Billy Donald,Los Angeles,male,33
1504,Billy Ballantyne,Los Angeles,male,40
1505,Isaac Gillespie,Los Angeles,male,37
1506,Louie Mcmahon,Los Angeles,male,50
1507,Joshua Mcmahon,Los Angeles,male,48
1508,Jackson Fitzpatrick,New York,male,29
1509,Xavie Bradley,Los Angeles,male,32
1510,Koa Aitken,Chicago,male,47
1511,Jasper Mackinnon,Los Angeles,male,40
1512,Hugo Taylor,New York,male,37
1513,Lincoln Sneddon,Los Angeles,male,34
1514,Malakai Harvey,Los Angeles,male,28
1515,Hamish Lamb,New York,male,29
1516,Lachlan Higgins,Los Angeles,male,50
1517,Jaxon Woods,Los Angeles,male,38
1518,Caleb Carson,Los Angeles,male,34
1519,Vincent Connor,New York,male,37
1520,Cooper Barr,Los Angeles,male,37
1521,Alfie Ellis,Los Angeles,male,33
1522,George Keenan,Chicago,male,33
1523,Billy Fowler,Chicago,male,42
1524,Eli Calder,New York,male,33
1525,Miles Callaghan,New York,male,29
1526,Myles Mulholland,Los Angeles,male,33
1527,Archie Crawford,Chicago,male,40
1528,Harvey Palmer,New York,male,36
1529,Jordan Stevenson,Chicago,male,59
1530,Henry Mcbride,Chicago,male,39
1531,Reuben Mclaughlin,Los Angeles,male,31
1532,Jude Lamb,New York,male,36
1533,Eli Stuart,Los Angeles,male,41
1534,Kai Macmillan,Los Angeles,male,36
1535,Wyatt Kennedy,Chicago,male,31
1536,Matthew Leitch,Chicago,male,48
1537,Luka Macdonald,Chicago,male,39
1538,Jordan Reid,Los Angeles,male,30
1539,Elijah Morris,Chicago,male,40
1540,Arlo Turnbull,New York,male,41
1541,Jackson Mcqueen,New York,male,48
1542,Xavie Henry,Los Angeles,male,34
1543,Matthew Mcleod,New York,male,37
1544,William Cook,Los Angeles,male,47
1545,Reuben Halliday,Los Angeles,male,32
1546,Malakai Milligan,Los Angeles,male,35
1547,Theodore Barrie,Chicago,male,40
1548,Eli White,Los Angeles,male,41
1549,Grayson Caldwell,New York,male,35
1550,August Whyte,Chicago,male,38
1551,Theo Montgomery,Chicago,male,45
1552,Wyatt Moir,Chicago,male,38
1553,Finley Ingram,Chicago,male,26
1554,Benjamin Innes,Chicago,male,32
1555,Frederick Hill,New York,male,43
1556,Eli Griffin,New York,male,35
1557,Billy Shearer,Chicago,male,38
1558,Thomas Duff,Chicago,male,44
1559,Theo Harper,Los Angeles,male,41
1560,Vincent Mulholland,Los Angeles,male,51
1561,Patric Mcdermott,Los Angeles,male,35
1562,Carter Barrett,New York,male,35
1563,Felix Farquhar,Los Angeles,male,31
1564,Jacob Turnbull,Chicago,male,31
1565,Arthur Stevenson,Chicago,male,32
1566,Benjamin Mckinnon,Los Angeles,male,35
1567,Jaxon Jordan,New York,male,42
1568,Louie Frew,Los Angeles,male,35
1569,Arlo Edgar,Chicago,male,32
1570,Rory Boyd,Chicago,male,35
1571,Hudson Lawson,Chicago,male,40
1572,Hamish Munro,Los Angeles,male,47
1573,Finn Fulton,New York,male,31
1574,Oliver Taylor,Los Angeles,male,36
1575,Finn Grieve,New York,male,40
1576,Liam Angus,Chicago,male,28
1577,Arlo Lowe,Los Angeles,male,49
1578,Lachlan Easton,New York,male,55
1579,Beau Green,Los Angeles,male,37
1580,Ryder Mcqueen,Chicago,male,39
1581,Riley Moran,New York,male,48
1582,Samuel Laird,Chicago,male,34
1583,Sonny Bennett,New York,male,41
1584,Joshua Mcdowall,Los Angeles,male,38
1585,Harvey Mcguinness,Chicago,male,30
1586,Jaxon Bryce,Chicago,male,30
1587,Cooper King,Chicago,male,44
1588,George Harvey,New York,male,38
1589,Spencer Finlay,New York,male,45
1590,Finley Nicholson,Los Angeles,male,38
1591,Ezra Wilson,Los Angeles,male,43
1592,Edward Pearson,New York,male,31
1593,Koa Rogers,New York,male,49
1594,James Whyte,New York,male,38
1595,Jackson Kirk,New York,male,45
1596,Theo Foster,New York,male,39
1597,Owen Kane,Chicago,male,35
1598,William Wilson,Los Angeles,male,38
1599,Vincent Mcewan,New York,male,32
1600,Riley Macdonald,New York,male,50
1601,Alexander Angus,New York,male,37
1602,Edward Harrison,Los Angeles,male,34
1603,Koa Webster,Los Angeles,male,30
1604,Kai Malcolm,Chicago,male,35
1605,Rory Gibson,New York,male,46
1606,Jacob Irvine,Los Angeles,male,33
1607,Tommy Simpson,Los Angeles,male,45
1608,Hudson Palmer,Los Angeles,male,38
1609,Mason Davis,Los Angeles,male,34
1610,Hudson Andrew,Los Angeles,male,31
1611,Theo Andrew,Chicago,male,29
1612,Leo Mills,New York,male,43
1613,Fletcher Hume,Chicago,male,40
1614,Arlo Greig,Los Angeles,male,38
1615,Hugo Lyon,New York,male,40
1616,Liam Maxwell,Los Angeles,male,41
1617,Asher Shearer,Chicago,male,45
1618,Ari Graham,Chicago,male,37
1619,Jacob Shields,New York,male,43
1620,Tommy Irving,Chicago,male,39
1621,Owen Gunn,Chicago,male,38
1622,Jackson Alexander,Los Angeles,male,30
1623,Harvey Mclellan,Los Angeles,male,48
1624,Austin Smith,Los Angeles,male,42
1625,William Mcnally,Los Angeles,male,40
1626,Alexander Nicol,Chicago,male,48
1627,Theodore Mohammed,New York,male,35
1628,Oliver Reynolds,Chicago,male,27
1629,Lennox Munro,New York,male,37
1630,Hudson Bennett,Los Angeles,male,29
1631,Samuel Robson,Los Angeles,male,38
1632,Oscar Mccann,Los Angeles,male,35
1633,Billy Thomas,New York,male,46
1634,Carter Logan,Los Angeles,male,28
1635,Louie Nelson,New York,male,41
1636,Ethan Roberts,Chicago,male,29
1637,Arthur Kirkwood,New York,male,32
1638,Luka Cowie,Chicago,male,32
1639,Levi Moir,Chicago,male,32
1640,William Duncan,Chicago,male,45
1641,Koa Mohammed,Los Angeles,male,36
1642,Jude Edgar,Chicago,male,41
1643,Finley Elliott,Chicago,male,29
1644,Tommy Paul,New York,male,41
1645,Matthew Kyle,Los Angeles,male,33
1646,Theodore Hutchison,Chicago,male,34
1647,Hudson Donnelly,Chicago,male,46
1648,Thomas Mcgill,New York,male,42
1649,Theodore Hardie,Los Angeles,male,42
1650,Hamish Slater,Chicago,male,46
1651,Benjamin Paul,Los Angeles,male,38
1652,Louis Mccall,New York,male,32
1653,Fletcher Sweeney,Los Angeles,male,35
1654,Archie Grant,Los Angeles,male,27
1655,Patric Gallacher,New York,male,39
1656,Ethan Cowie,Chicago,male,30
1657,Luca Dickson,Los Angeles,male,26
1658,Arlo Barclay,Los Angeles,male,35
1659,Koa Munro,Los Angeles,male,35
1660,Rory Sweeney,New York,male,53
1661,Hunter Morton,Chicago,male,29
1662,Caleb Chisholm,Chicago,male,32
1663,Ari Connell,New York,male,50
1664,Miles Kay,Los Angeles,male,48
1665,William Fletcher,Los Angeles,male,52
1666,Arthur Martin,New York,male,29
1667,Austin Fleming,Los Angeles,male,37
1668,Joseph Slater,Chicago,male,33
1669,James Innes,Los Angeles,male,38
1670,Kai Whitelaw,Chicago,male,45
1671,Hugo Kyle,New York,male,43
1672,James Forsyth,Los Angeles,male,35
1673,Bodhi Gourlay,New York,male,32
1674,Xavie Wilkinson,Los Angeles,male,38
1675,Charlie Mcpherson,Chicago,male,34
1676,Myles Archibald,Chicago,male,35
1677,Jaxon Gallagher,Chicago,male,34
1678,Eli Murdoch,Chicago,male,43
1679,Harry Mann,New York,male,43
1680,Malakai Middleton,New York,male,34
1681,Jude Flynn,Chicago,male,32
1682,Caleb Weir,New York,male,34
1683,Alfie Young,Los Angeles,male,46
1684,Owen Rogers,Chicago,male,38
1685,Ezra Mcconnell,New York,male,40
1686,Rory Mcphee,Los Angeles,male,48
1687,Thomas Adams,New York,male,37
1688,Felix Griffiths,Los Angeles,male,34
1689,Luka Barclay,Chicago,male,38
1690,Lachlan Mair,New York,male,29
1691,Tommy Lawson,Chicago,male,30
1692,Noah Murphy,Chicago,male,40
1693,Flynn Mclaren,Los Angeles,male,38
1694,Jack Johnston,New York,male,30
1695,Sonny Macrae,Chicago,male,38
1696,Carter Baillie,Chicago,male,32
1697,Jaxon Thom,Los Angeles,male,42
1698,Flynn Leitch,New York,male,41
1699,Harry Neill,Chicago,male,35
1700,Benjamin Innes,Chicago,male,27
1701,Ari Lewis,New York,male,46
1702,Beau Higgins,Chicago,male,35
1703,Wyatt Steele,New York,male,51
1704,Lennox Pollock,Los Angeles,male,51
1705,Edward Munro,New York,male,47
1706,Jordan Mclachlan,Chicago,male,45
1707,Cooper Mcbride,Chicago,male,46
1708,Asher Dick,New York,male,39
1709,Ollie Hendry,Chicago,male,38
1710,Bodhi Palmer,Chicago,male,33
1711,Jordan Lafferty,Los Angeles,male,34
1712,Levi Barrett,Chicago,male,34
1713,Thomas Thomas,Los Angeles,male,51
1714,Beau Mohammed,New York,male,38
1715,Sebastia Lawrence,New York,male,38
1716,Angus Guthrie,Chicago,male,33
1717,Harry Irvine,New York,male,40
1718,Jaxon Fox,Los Angeles,male,31
1719,George Allen,Chicago,male,43
1720,Liam Healy,Chicago,male,44
1721,Jacob Taylor,Chicago,male,46
1722,George Maclean,Chicago,male,41
1723,Jaxon Petrie,Los Angeles,male,36
1724,Finley Black,Chicago,male,42
1725,August Richardson,Los Angeles,male,33
1726,Malakai Hepburn,Chicago,male,30
1727,Roman Mcdowall,Los Angeles,male,27
1728,Henry Lynch,New York,male,33
1729,George Paul,New York,male,42
1730,William Gilchrist,New York,male,45
1731,Jasper Menzies,Chicago,male,35
1732,Ethan Lewis,Los Angeles,male,34
1733,Alfie Mcgrath,Los Angeles,male,37
1734,Lachlan Chapman,Chicago,male,44
1735,Spencer Martin,Los Angeles,male,34
1736,Michael Crawford,New York,male,36
1737,Ollie Jamieson,Chicago,male,31
1738,Felix O'Connor,New York,male,42
1739,Lincoln Gordon,New York,male,37
1740,Xavie Cameron,Los Angeles,male,35
1741,Liam Mcnally,New York,male,31
1742,Michael Berry,Chicago,male,37
1743,Harrison Mckenna,Chicago,male,37
1744,Ethan Macdonald,Chicago,male,38
1745,Leo Macdonald,New York,male,45
1746,Oliver Mann,New York,male,35
1747,Rory Johnston,Chicago,male,41
1748,Roman Barclay,New York,male,38
1749,Jude Bryce,Los Angeles,male,47
1750,Patric Cameron,Los Angeles,male,32
1751,Beau Macpherson,Los Angeles,male,49
1752,Cooper Mccann,New York,male,29
1753,Hunter Stark,Chicago,male,48
1754,Isaac Mcintosh,New York,male,32
1755,Luka Watson,Los Angeles,male,42
1756,Eli Bell,Los Angeles,male,34
1757,Darcy Carmichael,Los Angeles,male,37
1758,Myles Adams,Chicago,male,42
1759,Ezra Davis,New York,male,32
1760,Ryder Wilson,New York,male,42
1761,Oscar Harrison,Chicago,male,48
1762,Jasper Mason,Los Angeles,male,34
1763,Archie Bradley,New York,male,32
1764,Benjamin Thom,Chicago,male,36
1765,Ethan Mills,Los Angeles,male,39
1766,Joseph Kerr,Los Angeles,male,27
1767,Harry Rogers,Los Angeles,male,38
1768,Austin Macpherson,Los Angeles,male,40
1769,Louis Kyle,Los Angeles,male,41
1770,Matthew Mckenzie,New York,male,32
1771,Carter Mcgowan,Chicago,male,27
1772,Theo Crawford,Los Angeles,male,39
1773,Flynn Thomson,New York,male,31
1774,Tommy Pollock,Chicago,male,41
1775,William Pirie,Los Angeles,male,41
1776,Oliver Mclaren,Los Angeles,male,34
1777,Patric Bennett,New York,male,34
1778,Alfie Mcallister,New York,male,39
1779,Hunter Jackson,New York,male,34
1780,Riley Mcguire,Chicago,male,36
1781,Jude Gilchrist,Los Angeles,male,30
1782,Darcy Mcdermott,New York,male,37
1783,Jack Donnelly,Los Angeles,male,40
1784,Tommy Munro,Los Angeles,male,42
1785,River Donnelly,Los Angeles,male,36
1786,Liam Lawson,Los Angeles,male,45
1787,Benjamin Gillespie,Chicago,male,39
1788,Mason Armstrong,Los Angeles,male,40
1789,Benjamin Burnett,Chicago,male,36
1790,Harry Bowman,Chicago,male,35
1791,Daniel Porter,New York,male,41
1792,Luca Mcmillan,New York,male,41
1793,Arlo Byrne,Chicago,male,45
1794,Parker Macdonald,Los Angeles,male,45
1795,Ari Gill,Los Angeles,male,37
1796,Carter Daly,Los Angeles,male,38
1797,Jaxon Connolly,Los Angeles,male,43
1798,Harry Carruthers,New York,male,35
1799,Harvey Rennie,Los Angeles,male,56
1800,Arlo Dixon,New York,male,32
1801,Daniel Bruce,Los Angeles,male,33
1802,Maverick Niven,Chicago,male,47
1803,Grayson Mcgowan,New York,male,39
1804,Caleb Drummond,Los Angeles,male,46
1805,Henry Aitken,Los Angeles,male,36
1806,Patric Rogers,New York,male,45
1807,Archie Lang,New York,male,42
1808,Alexander Cowie,Los Angeles,male,36
1809,Caleb Low,Chicago,male,38
1810,Jack Hogg,New York,male,30
1811,Koa Mcmahon,Los Angeles,male,34
1812,Lucas Scott,New York,male,31
1813,Isaac Baker,Chicago,male,35
1814,Louie Morrison,Chicago,male,25
1815,Carter Greig,New York,male,38
1816,Harrison Millar,Los Angeles,male,47
1817,Sonny Lawrie,Los Angeles,male,37
1818,Max Mcmahon,New York,male,36
1819,Bodhi Harris,New York,male,29
1820,Carter Ferguson,Chicago,male,46
1821,Levi Price,Chicago,male,31
1822,Luka Coutts,Chicago,male,48
1823,Felix Milne,Los Angeles,male,32
1824,Theodore Knox,New York,male,35
1825,Lennox Fletcher,Los Angeles,male,47
1826,Caleb Chalmers,Chicago,male,30
1827,Kai Mackay,Chicago,male,32
1828,Vincent Sutherland,Los Angeles,male,33
1829,Ethan Scott,New York,male,33
1830,Bodhi Duffy,New York,male,36
1831,Benjamin Buchan,Chicago,male,41
1832,William Baker,Los Angeles,male,31
1833,Felix Hutchison,New York,male,39
1834,Darcy Harvey,Los Angeles,male,28
1835,Samuel Ford,New York,male,37
1836,Roman Gillies,Los Angeles,male,43
1837,George Connolly,New York,male,31
1838,Joseph Mcneil,Los Angeles,male,38
1839,Reuben Livingstone,New York,male,30
1840,Parker Jackson,Chicago,male,33
1841,Alexander Macdonald,Los Angeles,male,44
1842,Ryder Bryce,Chicago,male,35
1843,Noah Booth,New York,male,37
1844,Alexander O'Connor,New York,male,34
1845,Owen Allan,New York,male,47
1846,Jordan Little,New York,male,33
1847,Ollie Mccartney,Chicago,male,30
1848,Jacob Porter,Chicago,male,41
1849,Caleb Grant,New York,male,43
1850,Billy Knox,Los Angeles,male,31
1851,Oliver Lumsden,Los Angeles,male,42
1852,Myles O'Neill,New York,male,38
1853,Finn Galloway,Los Angeles,male,31
1854,George Miller,Los Angeles,male,43
1855,Owen Nisbet,Chicago,male,34
1856,Archie Brown,Chicago,male,33
1857,Liam Maguire,New York,male,36
1858,Reuben Mcbride,Los Angeles,male,40
1859,Xavie Callaghan,New York,male,41
1860,Cooper Farrell,Los Angeles,male,26
1861,Ryder Jones,Los Angeles,male,32
1862,Frederick Marshall,New York,male,33
1863,Joseph Mccartney,Los Angeles,male,28
1864,Cooper Guthrie,Los Angeles,male,46
1865,Hamish King,Los Angeles,male,32
1866,Jack Reilly,Chicago,male,34
1867,Benjamin Burgess,New York,male,43
1868,Ryan Collins,Chicago,male,49
1869,Hudson Walker,Chicago,male,37
1870,Alexander Hussain,New York,male,35
1871,Felix Pearson,Los Angeles,male,31
1872,Arthur Coyle,Los Angeles,male,31
1873,Sonny Hall,New York,male,37
1874,Koa Griffiths,Chicago,male,42
1875,Xavie Orr,Los Angeles,male,42
1876,Carter Gillies,New York,male,39
1877,Angus Petrie,New York,male,42
1878,Elijah Smart,New York,male,40
1879,Arlo Allan,New York,male,31
1880,Louie Higgins,Chicago,male,36
1881,Ari Malcolm,Los Angeles,male,37
1882,Jack Kerr,New York,male,31
1883,William Irving,Chicago,male,39
1884,Levi Mccabe,Los Angeles,male,35
1885,Leo Gemmell,Chicago,male,39
1886,Edward Hamilton,Chicago,male,41
1887,Liam Baillie,Chicago,male,46
1888,Xavie Gillespie,Los Angeles,male,28
1889,Riley Bell,New York,male,34
1890,Harvey Halliday,New York,male,38
1891,Maverick Gillespie,Los Angeles,male,39
1892,Samuel Watson,Los Angeles,male,38
1893,Elijah Mcfarlane,New York,male,43
1894,William Beaton,Chicago,male,35
1895,Isaac Russell,Chicago,male,36
1896,Riley Welsh,Los Angeles,male,40
1897,Flynn Milligan,Los Angeles,male,35
1898,Parker Carroll,Los Angeles,male,42
1899,Isaac Gilmour,Los Angeles,male,29
1900,Owen Matthews,Los Angeles,male,42
1901,Theodore Gardiner,Chicago,male,27
1902,Alexander Fox,Los Angeles,male,31
1903,Patric Mcmillan,Chicago,male,36
1904,Charlie Connolly,New York,male,47
1905,Lincoln Mcmillan,New York,male,44
1906,Spencer Mcintyre,Chicago,male,39
1907,Leo Walker,Los Angeles,male,34
1908,Hamish Maguire,Los Angeles,male,58
1909,George Johnson,Los Angeles,male,32
1910,Jordan Mackenzie,New York,male,43
1911,Spencer Higgins,Los Angeles,male,29
1912,Edward Pirie,Chicago,male,40
1913,Grayson Henry,Los Angeles,male,50
1914,Xavie Carr,Chicago,male,35
1915,Hamish Low,Los Angeles,male,43
1916,Parker Evans,Chicago,male,38
1917,Roman Hussain,New York,male,47
1918,River Porter,Chicago,male,32
1919,Theo Macgregor,New York,male,51
1920,Daniel Mcnally,New York,male,40
1921,Lennox Findlay,Los Angeles,male,33
1922,Hunter Shearer,New York,male,48
1923,Wyatt Petrie,Chicago,male,30
1924,Billy Quinn,Chicago,male,35
1925,Cooper Price,Chicago,male,40
1926,Samuel Jones,Chicago,male,40
1927,Angus Shields,New York,male,36
1928,Miles Cairns,New York,male,40
1929,Mason Taylor,New York,male,50
1930,Jude Farrell,Chicago,male,35
1931,Parker Evans,Chicago,male,58
1932,Benjamin Smart,New York,male,52
1933,Cooper Allison,New York,male,46
1934,River Maclennan,Chicago,male,39
1935,Finn Swan,New York,male,46
1936,Ryan Wood,New York,male,41
1937,Wyatt Love,Chicago,male,37
1938,Jaxon Whitelaw,Los Angeles,male,31
1939,Luka Burke,Los Angeles,male,30
1940,Harry Innes,Chicago,male,39
1941,August Lee,Chicago,male,37
1942,Ezra Turnbull,Los Angeles,male,30
1943,River Webster,Los Angeles,male,43
1944,Archer Doyle,New York,male,46
1945,Patric Byrne,New York,male,39
1946,Maverick Ballantyne,Chicago,male,44
1947,Benjamin Milligan,New York,male,29
1948,Ezra Mclean,Los Angeles,male,35
1949,Malakai Morrison,Los Angeles,male,50
1950,Alexander Mcdougall,Los Angeles,male,30
1951,Billy Duffy,New York,male,38
1952,Luka Macintyre,Chicago,male,37
1953,Fletcher Mccoll,Chicago,male,33
1954,Harry Hepburn,New York,male,41
1955,Michael Holland,Chicago,male,30
1956,Sonny Price,Chicago,male,27
1957,Theodore Bruce,Los Angeles,male,33
1958,Finley Welsh,New York,male,48
1959,Austin Dewar,Chicago,male,41
1960,Finley Brady,Los Angeles,male,33
1961,Finn Lamb,Chicago,male,40
1962,Arlo Irvine,Los Angeles,male,41
1963,Frederick Davidson,New York,male,33
1964,Louie Mclean,Los Angeles,male,40
1965,Wyatt Matthews,New York,male,32
1966,Eli Davies,Los Angeles,male,35
1967,Owen Sharp,New York,male,41
1968,Lennox Duncan,New York,male,52
1969,Lachlan Andrews,Los Angeles,male,28
1970,Tommy O'Connor,Los Angeles,male,51
1971,Lucas Duffy,Chicago,male,30
1972,Wyatt Lawson,Chicago,male,42
1973,Koa Bryce,Los Angeles,male,31
1974,Riley Malcolm,New York,male,41
1975,Finley Dolan,Los Angeles,male,35
1976,Thomas Henderson,Chicago,male,36
1977,Malakai Dick,Los Angeles,male,52
1978,Darcy Wood,Chicago,male,31
1979,Cooper Webster,Los Angeles,male,43
1980,Sebastia Collins,Los Angeles,male,44
1981,Liam Bowie,Chicago,male,31
1982,Max Barclay,Chicago,male,30
1983,Charlie Collins,New York,male,35
1984,Mason Mair,New York,male,39
1985,Arthur Christie,New York,male,33
1986,Vincent Hall,Los Angeles,male,47
1987,Angus Leslie,New York,male,42
1988,Jude Price,Los Angeles,male,51
1989,Darcy Welsh,Los Angeles,male,33
1990,Finn Swan,New York,male,29
1991,Theo Mcleod,Los Angeles,male,45
1992,Malakai Graham,New York,male,33
1993,Hunter Petrie,New York,male,43
1994,Jack Stark,Los Angeles,male,41
1995,Finley Webster,Chicago,male,39
1996,George Allison,Chicago,male,45
1997,Henry Booth,Los Angeles,male,35
1998,Roman Waddell,Los Angeles,male,42
1999,Finn Findlay,Los Angeles,male,42
2000,Oscar Mcdermott,Los Angeles,male,52
2001,Jude Turnbull,Los Angeles,male,44
2002,Koa Paul,Los Angeles,male,41
2003,Jordan Wilkinson,Los Angeles,male,39
2004,Darcy Cumming,New York,male,34
2005,Theodore Lyon,Chicago,male,34
2006,Luka Rankin,Los Angeles,male,34
2007,Lincoln Burnett,Chicago,male,34
2008,Reuben Maxwell,New York,male,33
2009,Miles Lynch,New York,male,45
2010,Kai Curran,Los Angeles,male,47
2011,Caleb Paterson,Chicago,male,50
2012,Spencer Nicol,Chicago,male,47
2013,Edward Dawson,Chicago,male,26
2014,Grayson Mcghee,New York,male,40
2015,Patric Maclean,Los Angeles,male,28
2016,Roman Walker,New York,male,35
2017,Spencer Frew,Chicago,male,36
2018,August Jordan,Los Angeles,male,32
2019,Darcy Lowe,New York,male,42
2020,Sonny Spence,New York,male,40
2021,Reuben Noble,New York,male,42
2022,Kai Carson,Los Angeles,male,32
2023,James Boyle,New York,male,31
2024,Angus Elliott,Los Angeles,male,38
2025,Hunter Connolly,New York,male,39
2026,Harvey Roberts,New York,male,37
2027,Cooper Dawson,Chicago,male,42
2028,Archer Mcguinness,Los Angeles,male,44
2029,Koa Connelly,New York,male,30
2030,Finley Edwards,New York,male,30
2031,Michael Steele,Los Angeles,male,34
2032,Eli Reilly,Chicago,male,30
2033,Lincoln Ross,Los Angeles,male,48
2034,Xavie Barnes,Chicago,male,32
2035,Darcy Lewis,Chicago,male,40
2036,Max Hughes,Chicago,male,37
2037,Thomas Adamson,New York,male,34
2038,Patric Barclay,New York,male,38
2039,Luca Ritchie,Chicago,male,46
2040,Hugo Watt,Chicago,male,35
2041,Harvey Hume,New York,male,31
2042,Oliver Speirs,Chicago,male,34
2043,Joseph Chapman,New York,male,32
2044,Alfie Cowie,Chicago,male,31
2045,River Mcnally,Chicago,male,33
2046,Thomas Ritchie,New York,male,32
2047,Patric Moran,Los Angeles,male,40
2048,Harry Gibson,New York,male,36
2049,Angus Young,Chicago,male,39
2050,River Mackintosh,Chicago,male,44
2051,Hudson Niven,New York,male,42
2052,Ollie Hendry,New York,male,31
2053,Carter Jack,Los Angeles,male,33
2054,Harvey Niven,New York,male,36
2055,Fletcher Simpson,Chicago,male,36
2056,Maverick Shepherd,Chicago,male,36
2057,Parker Connor,Los Angeles,male,42
2058,Max Irving,Los Angeles,male,28
2059,Harry O'Connor,New York,male,37
2060,Joseph Baxter,New York,male,38
2061,Noah Jack,New York,male,47
2062,George Mcneil,New York,male,28
2063,Jackson Baird,Chicago,male,36
2064,Liam Carmichael,Chicago,male,41
2065,Jasper Turnbull,Chicago,male,38
2066,Hudson Cameron,Chicago,male,35
2067,Leo Lindsay,Chicago,male,46
2068,Kai Logan,Chicago,male,32
2069,Sebastia Mcfarlane,Chicago,male,41
